label,MtdBlk_001,BRQC_001,PoolQC_001,LCC12_0022,YC_21,LCC12_0183,LCGK_0204,LCRapa_0127,LCGK_0134,LCCana_0064,LCC12_0239,YC_17,LCEst_0050,MtdBlk_002,BRQC_002,PoolQC_002,LCCR_0022,LCGK_0197,LCSn_0078,LCAca_0029,LCGK_0106,LCCR_0176,LCEst_0176,LCRapa_0120,LCAca_0141,LCSn_0085,MtdBlk_003,BRQC_003,PoolQC_003,LCEst_0078,LCCR_0155,LCRapa_0008,LCCana_0022,LCC12_0029,LCCana_0127,LCC12_0295,YC_7,LCAca_0169,LCSn_0092,MtdBlk_004,BRQC_004,PoolQC_004,LCGK_0218,LCCana_0029,LCEst_0001,LCC12_0162,LCCR_0029,LCC12_0036,LCCana_0169,LCEst_0148,YC_1,YC_10,MtdBlk_005,BRQC_005,PoolQC_005,LCC12_0302,LCCR_0141,LCAca_0162,LCEst_0092,LCRapa_0071,LCCana_0092,LCRapa_0148,LCC12_0190,LCCR_0001,LCAca_0113,MtdBlk_006,BRQC_006,PoolQC_006,LCC12_0365,LCEst_0127,LCEst_0029,LCSn_0155,LCC12_0281,LCGK_0190,LCAca_0064,LCAca_0001,LCRapa_0064,YC_24,MtdBlk_007,BRQC_007,PoolQC_007,YC_23,LCCR_0127,LCSn_0162,LCGK_0127,LCGK_0099,LCAca_0008,LCEst_0120,LCC12_0288,LCRapa_0029,LCC12_0246,MtdBlk_008,BRQC_008,PoolQC_008,LCSn_0071,LCC12_0169,LCRapa_0099,LCCana_0050,LCEst_0036,LCSn_0197,LCAca_0036,LCEst_0022,LCAca_0092,LCSn_0134,MtdBlk_009,BRQC_009,PoolQC_009,YC_6,LCAca_0134,LCGK_0246,LCC12_0099,LCRapa_0015,LCCana_0162,LCSn_0127,YC_19,YC_27,YC_2,MtdBlk_010,BRQC_010,PoolQC_010,LCGK_0274,LCAca_0057,LCSn_0309,LCC12_0071,LCC12_0400,LCCR_0008,LCSn_0211,LCC12_0001,YC_12,LCRapa_0162,MtdBlk_011,BRQC_011,PoolQC_011,LCGK_0253,LCGK_0239,LCRapa_0183,LCC12_0176,LCRapa_0050,LCCana_0183,LCCana_0057,LCC12_0127,LCSn_0316,LCRapa_0057,MtdBlk_012,BRQC_012,PoolQC_012,LCRapa_0141,LCCana_0141,LCEst_0141,LCCana_0134,LCC12_0393,YC_9,LCCana_0071,YC_25,LCC12_0043,LCC12_0008,MtdBlk_013,BRQC_013,PoolQC_013,LCEst_0169,LCC12_0120,LCCR_0078,LCCR_0148,LCCR_0162,LCAca_0050,LCCR_0120,LCEst_0008,LCEst_0085,YC_20,MtdBlk_014,BRQC_014,PoolQC_014,LCC12_0106,LCGK_0267,LCC12_0113,LCRapa_0001,LCSn_0218,LCCR_0169,LCCana_0120,LCCana_0008,LCAca_0155,LCC12_0274,MtdBlk_015,BRQC_015,PoolQC_015,LCSn_0183,LCC12_0078,LCEst_0183,LCCR_0050,LCSn_0001,LCGK_0211,LCSn_0330,YC_26,LCSn_0043,LCGK_0057,MtdBlk_016,BRQC_016,PoolQC_016,LCRapa_0036,LCSn_0099,YC_15,LCGK_0113a,LCCana_0036,LCGK_0169a,LCSn_0050,LCGK_0001,LCSn_0036,LCGK_0162,MtdBlk_017,BRQC_017,PoolQC_017,LCSn_0022,LCGK_0141,LCCana_0085,LCSn_0106,LCGK_0113b,LCEst_0064,LCSn_0253,LCC12_0309,LCCana_0099,LCSn_0057,MtdBlk_018,BRQC_018,PoolQC_018,LCSn_0029,LCGK_0120a,LCAca_0071,LCC12_0323,LCSn_0141,LCSn_0015,LCGK_0015a,LCC12_0015,LCGK_0029,LCRapa_0085,MtdBlk_019,BRQC_019,PoolQC_019,LCAca_0183,LCC12_0204,LCC12_0148,LCAca_0015,LCGK_0120b,LCC12_0316,LCCR_0064,LCGK_0022,LCC12_0330,LCC12_0155,MtdBlk_020,BRQC_020,PoolQC_020,LCGK_0148,LCEst_0134,LCSn_0148,LCC12_0050,LCRapa_0134,LCAca_0106,LCGK_0036,LCGK_0225,LCAca_0099,LCGK_0064,MtdBlk_021,BRQC_021,PoolQC_021,LCGK_0176a,LCGK_0232,LCSn_0064,YC_11,LCCana_0001,LCCR_0085,LCGK_0176b,LCEst_0099,LCGK_0169b,LCC12_0197,MtdBlk_022,BRQC_022,PoolQC_022,LCGK_0015b,LCCana_0036,LCSn_0008,LCAca_0176,LCCR_0071,YC_3,LCAca_0043,LCC12_0218,LCRapa_0092,YC_14,MtdBlk_023,BRQC_023,PoolQC_023,LCRapa_0106,LCCR_0092,LCC12_0232,LCC12_0064,LCRapa_0113,LCC12_0211,LCEst_0071,LCEst_0106,LCEst_0113,LCCR_0099,MtdBlk_024,BRQC_024,PoolQC_024,LCAca_0085,LCSn_0323,LCGK_0050,LCC12_0253,YC_8,LCEst_0057,LCSn_0239,LCCana_0106,LCGK_0043,LCEst_0015,MtdBlk_025,BRQC_025,PoolQC_025,LCSn_0225,LCGK_0085,LCRapa_0155,YC_5,LCSn_0232,LCSn_0246,LCRapa_0043,LCC12_0134,LCCana_0078,LCCana_0113,MtdBlk_026,BRQC_026,PoolQC_026,LCC12_0141,LCAca_0127,YC_18,LCCR_0015,YC_4,LCAca_0078,LCGK_0092,LCEst_0043,LCCana_0155,YC_13,MtdBlk_027,BRQC_027,PoolQC_027,LCAca_0022,LCCR_0183,LCCR_0106,LCRapa_0078,YC_16,LCC12_0260,LCCana_0015,LCC12_0057,LCEst_0155,LCCana_0043,MtdBlk_028,BRQC_028,PoolQC_028,LCGK_0078,LCCana_0148,LCC12_0092,LCSn_0204,LCGK_0155,LCAca_0120,LCCR_0043,LCC12_0085,LCRapa_0022,LCGK_0071,LCCR_0113
1_CUDA iSTD,4181400,3776366,4128422,3619082,4154303,3552514,4555206,4480106,5741949,6055728,1967666,4032530,6662903,1601993,3409183,4119484,5225167,6693444,4263393,6401658,7110949,7294170,6269932,5462234,6506778,4441635,4873116,6741560,5398230,6437162,6501882,3694661,6468746,6762327,6209980,4507684,5873710,4506716,6675902,2131221,7111311,6232266,6213958,5745968,4109507,5640646,4560228,4436866,5229115,3821379,1342066,6810304,1462390,2834971,7744692,5278112,4850626,6419266,4361846,6834350,7855357,5807954,7617592,6904421,6825802,3423180,5384858,6441591,7650724,4281610,5726482,7835722,3338564,7145326,5366290,4616596,4310840,7436660,4790390,3010176,5414108,8414888,7252066,5578218,8101538,8085100,4781980,4650470,7663918,7912574,8750335,3013937,4918452,3926384,4587417,6375364,5740668,3357457,6181497,4846722,4628708,6572559,5561371,4285479,2752158,5972364,3701671,3617376,6600037,5964340,5997628,6435824,6532278,6918118,5877841,6833293,6211748,3545540,5396958,5025732,3782178,3462672,6394473,6229538,3759066,7191908,5918088,5606185,4758150,6673356,2857956,3286926,5741276,4431659,6302841,5727134,3998026,6826150,3539894,4580920,696323,6424054,7158332,3773199,6366108,6433050,7629800,4135421,6997918,7673958,7084770,4489938,4496413,7726992,7530764,3439745,6392129,7036583,6258536,5370596,7448964,2547275,4383699,7297364,7888867,7214871,7225824,4292578,2934258,4872088,4996928,2072996,7832862,7479722,5121586,3964551,7891431,7856402,3538298,7901826,2835905,5931870,6849996,5847772,4956110,8067965,4819937,7578764,8174110,5998054,4010347,7025340,6832924,5198498,4725387,5921524,1660652,1617147,802992,1013056,1773800,1468829,1642875,1079010,1416976,1849355,2023905,1910897,862780,1587439,995526,1609456,1306061,1667027,1244440,1186127,1165637,1233926,1922337,1866048,1538638,877278,490829,432803,543228,922577,933921,735140,1584578,679523,896946,957539,527500,1059159,1638458,764069,1050739,1442956,806822,1379662,844135,604791,1422394,1310911,891566,1399900,687803,1046369,199477,985133,1690142,1540814,1036811,838215,1157606,2299743,1612776,1640429,2202393,1500069,2207364,1418593,1924914,2904370,2522440,1888002,1330718,1849939,2520166,1931001,1210023,722022,2100359,1161496,1286319,923285,1843869,1646449,1776802,646403,1291836,2632951,2295157,2029740,2353737,2291289,1319821,1346833,860246,1111332,2507626,2092162,2157279,2549836,1525578,2594537,1813994,1346240,2173394,2217997,1753252,1240878,2436785,1977292,2943088,2068623,2246270,2015148,2306036,1793306,2171356,3011048,1598524,2761051,1300081,1723023,2016934,2225306,1931093,1566752,1933596,1702906,1574548,789472,1072446,1499721,899339,1185109,929444,2131400,1401623,1573050,1551931,1676751,2268685,1682205,1959676,2133753,1657100,1288582,1661648,2469371,1898718,1569514,1398914,3182244,2062100,1636223,2266968,3079980,2254688,1977354,2638978,2324695,1865122,1120175,2182322,1821947,1977491,3045226,2581381,1860928,1238245,1700026,3051720
1_D10-Isoleucine iSTD,8547878,7925721,7708321,7043468,8676837,7067514,8093333,9493377,12220853,12799188,4514146,7860794,15293547,3441302,7231826,8499383,11246879,13631155,9551260,14897272,14665099,16787594,12647440,11657264,13411196,9705836,10557714,15452702,10289462,14306457,13332191,7455548,13614865,14219709,14812489,9813877,11592784,10730944,14172531,4470684,14136959,12911172,12937583,11139919,8204951,11951183,8095890,8456650,10585273,14383773,2737415,14634908,2858938,5736395,15463969,12343877,9773761,14420811,8315555,14124733,16429282,12171558,15388736,14704456,14235748,7217721,10188541,12897524,15180330,9551356,11840564,16773487,7176611,16346679,12921837,10519414,10419762,14645231,9824124,6072434,11336902,17995188,14869295,13081177,16539763,18315524,9419543,10149891,15246673,16261903,17990918,6531394,8907750,7895846,8939724,13634494,12473753,6977079,12743764,10451649,12390491,13576903,11615363,8494238,5986087,11725644,7092122,7529738,14615955,13277276,13392993,13920142,14564775,14086098,12800735,14547468,14005826,7247192,12479110,10184157,7781044,7909916,14514313,13119087,7678392,14236574,11036181,12490517,10171169,13122667,5597286,7351684,13035012,8366994,12589626,11984741,7820382,14140068,6511488,8396332,1315948,13021831,15476621,7638240,14026722,12728079,16005898,8035268,15858787,14553830,16926744,8967518,8369238,16347036,14892138,7685383,14382318,14543109,12418549,10887321,16013770,5566818,9622800,14879298,16021554,15420915,16465936,8995066,6484168,10900853,10431472,4395641,16802930,15428974,0,8763134,17749218,15822153,7412915,16386396,5279209,12605658,15410693,11354523,9327305,15119662,9388371,17105248,15945723,14084650,8785003,14541862,14744170,11630084,9538441,11168372,3250282,3635433,1808295,2238322,3905252,2963886,3265223,2376358,3070153,3938832,4115840,4177764,1571056,3175267,1990819,3320489,2747435,3811791,2538451,2434006,2451610,2502851,4085758,3937030,3140002,1609104,951389,844033,956814,2067234,2068687,1424019,3354020,1321840,1796001,2153762,917040,2321090,3290978,1342489,1856954,2901818,1672569,2745870,1627100,1120792,2660800,2856939,1705546,2787823,1255818,1984928,277091,1963795,3470355,3542757,2115076,1707464,2223329,5446793,3747293,3072968,4411631,3046656,4475025,2988366,3777008,6360294,5320934,4469424,2583897,4355282,4875904,4414013,2540226,1145949,4357598,2429133,2667907,1881274,4200006,3655534,3989891,1209965,2385571,5639019,4901389,4505381,4921165,4800400,3113312,2970206,1672546,2072693,5245896,4118771,4776716,5289453,3037127,5344714,3718357,2613495,4442424,5260306,3625474,2711743,5019627,4403546,5896716,4271984,4897930,4094867,4669765,4149860,4617619,5801480,2906403,5575256,2542608,3938286,3809622,4456446,4249140,3358418,3973420,3911716,3488822,1491605,2331832,2928041,1712437,2397147,1886891,4649071,3067724,3024781,3420995,3615206,4452840,3152982,4529956,4846181,3220439,2652885,3441534,5423910,4282950,3561233,3500006,6762088,4390426,3231988,5204112,6429014,5029724,4415568,5620764,5005194,3574020,2381962,3512736,4422687,4141779,5942124,5517970,3072340,2510325,3519414,5826730
1_D10-Leucine iSTD,25770950,21825200,23118920,20218910,25093098,19394088,22979874,23632120,30991818,36378448,11397656,22335228,41164008,9078153,17891680,22532840,27112110,39507132,25586320,42696488,44527596,46468548,37093004,32905844,38198384,26517146,30408344,45120328,30621974,42421516,38670864,20262450,33968744,40643280,42404368,28844974,32046010,27361106,42122608,11116612,38728484,34370460,34553376,30475608,23733346,34483412,24130290,23072440,30515408,39687280,6549381,36456192,7814571,13649232,40324140,30661106,27479386,39952096,23201010,40094084,41757856,34067560,42617804,40869504,40800100,18557418,28653252,35851672,46087948,25351052,35433024,45330980,20637284,41792084,35234628,27706376,27937590,41524368,27280994,15561682,34162320,51953856,38617528,35200452,44673364,49861628,22762766,30932120,40998072,43979416,46157984,17370916,28298712,23818396,25474978,40042932,33849928,19781702,38198784,29457524,36077704,35547008,34146124,23435868,16293620,34369364,19519074,21645520,40858340,33478080,41798484,39798732,39549216,41845732,37474188,44152008,37420716,20776530,36817384,25660496,21503230,21477882,40922044,35743448,22829014,39876440,35045288,34947676,30380470,40937380,16610590,20025910,30305108,23314988,37836784,35850096,22704330,38576044,19333366,23667234,3364272,35589632,40804652,22266174,39698972,36244352,43674648,20266634,42854404,42894344,46749924,25034142,22486748,49844940,42149140,22458904,39723364,43680332,38071260,33204736,46860872,15967061,26020150,41032720,43705884,42122316,42287848,26091790,18939198,28830716,33258326,11306827,48906476,41632104,0,25814890,46247660,45325128,18630160,43013736,15103955,37431416,42413032,33358066,27757588,42892048,27335334,47803940,38258992,41801972,23999306,37514316,40264248,34890384,24597720,33025758,8605113,9669635,4558042,6040874,10690386,8062832,9477304,6249204,8655195,10831175,11455438,11531479,3984031,8463688,5380244,8929931,7492778,9348487,6633477,6531714,6688543,6466842,10568125,10170469,8550962,4081643,2455775,2341209,2647686,5353984,5428146,3880952,9601276,3641040,4901755,5501751,2562197,5982221,9060203,3497960,5094815,8400191,4352773,7377002,4424514,2796464,7998116,7053694,4460886,7129498,3410664,5196626,832472,5401752,9290387,8823366,5438133,4150155,5943312,14525639,10238115,8966105,12285321,7882951,13127054,8258942,10475587,17437468,15224110,11896675,7405274,11776219,14547572,11849645,7187005,3308924,12312603,6111642,7311503,5062347,11221833,10275688,10966663,3266712,7167920,15045875,13828411,12131550,13850087,13191470,8363824,7833802,4459676,5402764,13637829,12739578,12793253,14855910,8860904,14494734,9333631,7187150,11841623,13444756,10280071,7003394,13866287,11544980,16113018,11176697,12298542,11164871,12801763,10898000,12376573,15840742,8229454,15158344,6616046,10727871,10713229,12552593,10730706,8897105,11541957,10291182,9651210,3769287,5679374,7998981,4397234,6272309,4929488,12672161,8133872,8727341,9635910,10015335,12496354,10570061,11368613,12259405,9504814,7111313,9360773,15935237,11068725,8936365,9289208,19828478,11282052,9053907,13101453,18062228,14081476,11837475,15212878,13118732,10048067,6225736,10114112,10892162,11412864,17962770,16695895,10250393,6563523,9879547,17137332
1_D2-Ornithine iSTD,3053420,2969314,4085274,2732645,4345866,3346297,2961678,4936961,7052405,7023358,1143055,3764467,8569095,687445,2590569,4674662,7218324,9413670,2676456,9226381,9122683,9268061,7664768,6926942,7708036,3100898,3532072,9952674,6311752,7592092,8236696,3004194,8430373,5404600,7821752,4542006,5243774,6534168,8920637,966154,8918528,7992807,7505530,8515612,3228644,7107587,5428437,3643897,6691428,9974111,632391,10209871,639123,2159559,9366159,6206132,6403203,9115000,5471178,7834310,11090942,7141486,11145540,10101952,8964858,2670543,6183317,8227236,9099741,4203954,6081798,11625943,2423673,11418427,6172442,7423116,4176586,10508282,5300248,2877963,7163418,14444349,9971410,6796145,12218447,13130343,6699648,7609469,11141229,11182389,13743449,2591247,4713770,6130520,5614020,9170709,9179181,5495167,7940897,4561028,9265198,9379044,7005593,5417546,1955462,8096918,4101871,5956409,11138380,9202364,8460206,9530706,10913731,9859597,10354635,10012047,9575724,3226417,7530912,6772532,4203828,4953007,10265757,7983020,3672862,10036571,7889492,8837756,6357818,8982984,1913216,4297890,8202886,5033274,8629738,6988602,4265671,9941818,4697987,5563170,261654,9853438,9234375,3218868,10389873,8994541,10929628,6173283,9943496,9469088,8697632,5417000,5559959,11481746,10327483,4452354,7485426,9618367,9034458,8275694,11397125,2255343,5292615,9869694,11600458,10204311,10331803,5698346,3369768,4721269,6718630,1483913,9274524,10680232,0,5858746,12764135,11604335,5247422,11331423,1961400,6092353,7321014,6691369,5519994,9178119,4631836,10085292,7849637,8903795,4408990,9031810,9275775,7657120,6274733,6127766,764029,1327539,370714,546839,2172104,1346834,1216720,491475,768054,1243070,1604718,2386468,367484,802076,464433,962449,728062,1417866,591193,639674,694985,678914,1806098,1299931,974515,333215,185082,180464,198185,496617,474449,290780,921691,297829,421211,454523,220176,553753,888560,272219,461408,874468,346278,816429,406848,257661,1169530,648278,416804,676539,278495,423979,62760,441364,1510498,1066581,521161,341356,467874,3729517,2147816,934688,2219799,1526346,1829844,783209,1612954,3370782,2806206,2076128,802379,1605898,3777644,1521996,702268,266113,1940057,587122,661475,395322,1741542,1889840,2061588,272281,1537535,4170493,2339436,1674501,1552140,2606045,767639,849311,384196,515643,2664011,1694168,1969763,2172607,960101,4271060,1246246,739256,2114851,1656178,1394438,644647,3386076,2498473,3900294,1598568,2908969,1822610,2127148,1452668,2064502,3466714,855590,2725433,774346,1484970,1636832,1945456,3287695,1060919,2065982,2366104,1854125,334842,549397,763465,369793,613534,626837,2884808,1498221,961899,1759704,1225429,2250904,1813826,2118074,2853580,1073943,667764,1523605,3870104,1966970,1602817,1331917,4197046,1874585,1282014,2379550,4762494,3660651,1659597,2914582,2803200,1278185,561564,2321187,1656620,1930597,2419869,3436908,1880158,672857,1279329,3132682
1_D3-1-Methylnicotinamide iSTD,210195056,184809600,181672688,166173984,207059520,174929152,199772208,215715520,254117104,280343904,108914056,178718864,305103424,86085664,167387904,178053424,227320928,306330784,203847504,325041120,316252864,313166336,273028352,263595872,294869184,200686960,218468432,317323584,233319072,299935936,280445856,176707680,275777568,289247936,303834688,216024512,260356016,229081328,315680864,107152568,299945376,281378752,250386464,259722592,183309632,256634240,208572656,199694464,259531600,311281184,68654736,315406080,75643696,136183792,322850944,245935344,221943920,304840832,183777936,297921472,341614880,274967168,313153408,297856736,290783936,163520480,210137664,287572128,310901312,190004432,253987312,319758400,168998064,339043200,268719872,222852272,206547568,318318464,210963712,140356368,232230128,359545088,319566176,261575040,326965120,366541632,206058304,226964576,314928832,334529920,344929248,160094528,223935760,197090128,211691504,278951488,268920544,153804496,272812864,220671216,268395152,283369824,246709552,188025568,142009520,252057712,163785104,185384896,296741408,256732080,281130336,281547456,297090592,279401952,267794848,285145856,284278720,165795712,251280304,226218944,170760304,175898016,301305632,282222880,187378608,284104704,234377920,270726272,213171280,288676864,139494768,166926944,234531616,192996704,261429200,262669744,174272096,302869664,155018400,200283936,34913072,293846240,297698016,182549536,302215008,272908992,344979520,183611168,316239872,287736544,308955360,198257696,191160976,321777056,299725408,176365840,284449600,315922784,266797184,232602688,327797536,123390080,212202288,294678464,331936256,303332576,300599328,191581152,150701680,229259968,220999792,100955760,331466176,330715296,0,203655232,359643296,331858848,160969760,343112160,137183776,281428384,290746112,260115456,216203648,314739712,203516752,353618496,334177152,280002464,190579648,284563136,288412448,249958592,204246800,246687888,84105112,92541192,46661368,57647592,95904496,73664304,84331080,59215608,79210544,99763896,102835392,107417008,40040716,80482536,53908492,87642008,74381512,96584528,64006844,66061312,61843596,67273480,100287112,103602936,86558520,43499888,26496310,24275816,26652326,54183260,56047660,39373744,81438560,40841160,47498204,53086268,28229308,57660592,85928064,36889900,49625752,75606848,43705636,71671128,43431224,30537036,73583208,65585924,45834876,65655352,33568176,49513688,8821757,51949880,86094232,86312648,56453676,42111176,54877040,130939064,97965368,84354104,107611512,74544448,116796336,74857272,98612760,147419008,134391472,110025464,69547984,110296608,129187496,113394024,71880912,32536362,112222424,61954792,67109768,47763348,103810696,91565656,106380512,33117352,72864144,142465904,124858792,112003840,124792128,117642376,75390216,76342680,45879788,55693188,122295360,109667392,117489128,123148248,83226744,138990336,90603264,69012208,112304112,121479688,104746704,67270392,125023576,111782024,141033504,105496552,114186800,99887968,114874496,104132808,112999256,145090800,74971856,133781464,65120464,106226656,102406200,115030712,102158576,82738872,109470352,99466296,87640056,37300856,56570136,77079896,44896968,61644724,49630240,116108376,75677144,80617712,89092608,91852968,103208536,95760880,109211344,108657576,81343080,63896416,89564344,126316136,102364120,90909600,86561888,156448176,108294304,78787424,114665296,151045584,119252424,107682896,138387712,114032800,85618528,62006804,83669088,98745984,101143720,138077664,143217200,94485208,64909444,90770096,151454320
1_D3-ACar(2:0) iSTD,8571599,8067326,7058778,6719397,8341930,6475596,7704564,8239075,8823089,11653827,4119652,7492096,13483556,3030191,6685986,7960692,8589881,12275770,9038660,12360711,12852155,13201878,11264363,10772919,12208632,8515837,9445568,14358632,8924186,11479510,10743317,7488171,11670119,13086670,12875606,8488290,11178218,8843687,12706462,3988299,13345445,11326388,11156810,9246537,7528455,10621782,8013165,8345056,10254871,12674367,2416284,11801540,2782302,5074665,14449649,11123734,8357318,11555300,7672728,13638085,12574483,11963710,13221119,11763927,11114656,6437773,9358855,11629065,14772647,8810144,10528585,14200460,7169729,14542667,10850100,8405334,9086776,13306710,9298754,5745974,10648349,16100327,12688187,11128746,14450444,15981382,7817173,9655074,13923319,13257013,14496863,5905292,9516614,7913435,8029265,12107956,11275809,5853320,11529577,9534463,11260629,10977006,10831111,7956907,5587918,11887360,6415744,6721066,11421530,10929652,12754357,12913867,12718038,11896515,11370086,13077746,11217488,6626276,11732961,9305684,7402562,7276443,12761488,12920126,7652848,12374141,10749168,10788755,9920072,13309770,5336792,6961672,9797815,7515094,12895139,11207476,7229992,13620893,6636320,8181438,1134362,11508492,13192119,7189234,13089398,11745120,13870767,7350102,13125163,13942135,14249010,8579255,7956908,14213975,13854813,7556926,13725150,14198977,11522441,9977677,13078312,5180470,8014778,13619923,13365283,13562445,13012524,8364768,6249378,10009417,9867268,3915126,15832374,15131207,0,8514903,14743259,13178196,6618760,14032720,5148560,12334986,13260960,11319644,9319088,13247093,8961828,16454999,12625794,13254023,8340712,13006505,12817631,9966036,8174168,11052267,2996540,3274124,1610176,1974126,3491571,2572832,2930198,1986734,2990876,3634012,3784460,3770664,1351328,2793098,1846757,3002055,2568042,3103764,2189136,2275010,2072476,2230218,3369992,3628240,2986142,1385460,799304,797922,920743,1892402,1775652,1271542,3156176,1257968,1679686,1861309,867861,2088092,3003318,1258559,1678584,2776359,1539758,2479398,1464263,974796,2630321,2400298,1532333,2324238,1140978,1779429,260917,1835482,3042420,3165448,1889685,1435696,1904762,4362974,3564658,3089980,4053992,2588025,4525622,2783729,3700070,5923144,5146034,3937800,2555475,3917220,4425632,4125872,2343784,1134629,4234798,2119312,2457912,1755883,3921664,3070534,3676736,1115290,1941108,5056527,4664368,4190768,4672812,4496752,2676054,2831210,1582862,1834911,4410986,4161026,4484268,4685186,3109689,4630339,3432002,2397518,4173087,4488662,3622122,2363458,4790842,4112626,5103298,3770644,3965552,3663824,4552797,3760144,4398384,5806098,2784452,5043928,2271177,3791994,3561980,4243940,3545138,2982336,3949318,3268471,3117724,1306355,2063332,2754533,1450108,2041146,1702976,4409588,2463029,2920722,3100920,3221108,4059718,3687478,4021204,3938264,3106100,2521454,3199386,4508008,3865911,3162216,3138204,6851360,4169022,2824224,4576122,5948342,4221921,3978108,5330517,4518134,3209201,2097051,3185899,3654792,3924417,6227844,5442516,3344054,2162234,3027114,5885702
1_D3-Asparagine iSTD,2523286,2375989,2352596,2166426,2634308,2161068,2476519,2999319,4038786,3951253,1291237,2408071,4621338,921185,2174381,2549698,3373490,4358961,2879599,4686756,4711500,4940862,3932930,3702131,4243152,2732660,2975987,4823700,3000292,4270382,4454042,2269752,4487726,4304751,4986596,2862616,3574782,3183962,4610340,1271926,4481666,4142628,4057595,4098682,2342856,3590434,2717200,2594568,3280699,4718430,800569,5163524,839533,1698320,5227817,3473664,3123919,4754997,2622758,4224202,6112788,3776618,4990944,4583834,5023784,2070419,3067577,4203969,4864473,2666964,3525676,5922064,2140396,5744992,3721722,3677418,2862482,5208178,2903178,1903001,3362548,6546943,5067128,3628381,6198690,6038432,2840426,3151283,5225525,6064399,6488012,1888158,2899737,2430378,2686532,4125487,4347242,1973854,4174604,3092004,3979840,4864878,3560030,2438565,1728166,3653779,2171543,2419882,4834702,3834660,4091067,4283514,4733718,4588198,4459454,4884786,4858780,2114293,3652243,3161323,2236288,2305372,4631335,3927048,2401918,4226945,3606767,4252622,3043860,4134561,1630594,2193579,3645540,2497775,3900464,3701760,2392804,4430100,2129172,2635692,365390,4706677,4248723,2279830,4606757,4186210,5599514,2395646,5282159,4741002,5265585,2862633,2571576,5377850,5000294,2171834,4261855,5056518,4166762,3957692,6190901,1552908,2776201,5097200,5918214,4506900,5131732,2671462,1888667,2885756,3146251,1212810,5766259,6042896,0,2586816,5907678,5245574,2199124,5799112,1597778,4070835,4399559,3547186,2952978,5616052,2837724,5994647,5441538,4576916,2452843,4199320,5336283,4383264,2789475,3206877,1005611,1215874,586718,704962,1239856,951936,1053260,766529,1035514,1223044,1319573,1422266,493615,1042994,681326,1071262,886544,1198072,787714,852152,798413,813117,1300045,1323572,1007505,519149,297316,285265,321149,695664,699138,363241,891957,456410,601024,696018,300373,719042,1004209,457678,570190,943550,568931,861378,523007,339601,871084,828748,536927,843898,389997,596393,104343,659283,1043747,1083071,674889,530387,692457,1488848,1060344,1007035,1431498,953266,1516083,973910,1251240,2012666,1849643,1411298,844422,1428883,1800650,1395775,879244,380121,1457704,784081,849502,612660,1293668,1170978,1156746,381269,844796,1892148,1592924,1473928,1693410,1576122,956316,895467,499804,662470,1599844,1413812,1637605,1698880,1042623,1982368,1168995,837087,1420908,1588071,1250952,864484,1681977,1391229,1919178,1326671,1512006,1270440,1555554,1302112,1540825,1883094,880907,1740710,750895,1261266,1169487,1455336,1189035,1016897,1292690,1104631,1014025,450106,662957,892348,533982,720325,549116,1473692,878777,978130,1038064,1132846,1309113,1118909,1321214,1331808,1035000,774664,980104,1671886,1224316,1043963,1020569,2131976,1296180,891406,1459789,1775984,1507385,1313638,1728965,1511392,1072089,758584,1056271,1218299,1240428,1745276,1848187,966863,757484,1088518,1922778
